"year","site","collector","condition","comment"
2010,"Nine Mile Creek",1842,"OK","5% de gravel"
2010,"Nine Mile Creek",1841,"OK",""
2010,"Nine Mile Creek",1854,"OK",""
2010,"Nine Mile Creek",1847,"OK",""
2010,"Nine Mile Creek",1853,"OK",""
2010,"Nine Mile Creek",1846,"OK",""
2010,"Nine Mile Creek",1850,"OK",""
2010,"Nine Mile Creek",1858,"OK",""
2010,"Nine Mile Creek",1852,"OK",""
2010,"Nine Mile Creek",1857,"OK",""
2010,"Nine Mile Creek",1863,"OK",""
2010,"Nine Mile Creek",1869,"OK",""
2010,"Nine Mile Creek",1851,"OK",""
2010,"Nine Mile Creek",1860,"OK",""
2010,"Nine Mile Creek",1856,"OK",""
2010,"Nine Mile Creek",1862,"OK",""
2010,"Nine Mile Creek",1868,"OK",""
2010,"Nine Mile Creek",1865,"OK",""
2010,"Nine Mile Creek",1861,"OK",""
2010,"Nine Mile Creek",1867,"OK","pas de gravel"
2010,"Nine Mile Creek",1859,"OK",""
2010,"Nine Mile Creek",1870,"OK",""
2010,"Nine Mile Creek",1864,"OK",""
2010,"Nine Mile Creek",1866,"OK",""
2010,"Skinner's Pond",1894,"OK",""
2010,"Skinner's Pond",1886,"OK",""
2010,"Skinner's Pond",1888,"OK",""
2010,"Skinner's Pond",1883,"OK",""
2010,"Skinner's Pond",1900,"OK",""
2010,"Skinner's Pond",1895,"OK",""
2010,"Skinner's Pond",1889,"OK",""
2010,"Skinner's Pond",1884,"OK",""
2010,"Skinner's Pond",1899,"OK",""
2010,"Skinner's Pond",1873,"OK",""
2010,"Skinner's Pond",1885,"OK",""
2010,"Skinner's Pond",1896,"OK",""
2010,"Skinner's Pond",1872,"OK",""
2010,"Skinner's Pond",1882,"OK",""
2010,"Skinner's Pond",1898,"OK",""
2010,"Skinner's Pond",1887,"OK",""
2010,"Skinner's Pond",1890,"OK",""
2010,"Skinner's Pond",1897,"OK",""
2010,"Skinner's Pond",1875,"OK",""
2010,"Skinner's Pond",1878,"OK",""
2010,"Skinner's Pond",1891,"OK",""
2010,"Skinner's Pond",1876,"OK",""
2010,"Skinner's Pond",1879,"OK","5% of gravel"
2010,"Skinner's Pond",1871,"OK",""
2010,"Skinner's Pond",1874,"OK",""
2010,"Skinner's Pond",1892,"OK",""
2010,"Skinner's Pond",1877,"OK",""
2010,"Skinner's Pond",1893,"OK",""
2010,"Skinner's Pond",1880,"OK",""
2010,"Skinner's Pond",1881,"OK",""
2010,"Arisaig",2060,"OK",""
2010,"Arisaig",2054,"OK",""
2010,"Arisaig",2049,"OK",""
2010,"Arisaig",2036,"OK",""
2010,"Arisaig",2059,"OK",""
2010,"Arisaig",2035,"OK",""
2010,"Arisaig",2039,"OK",""
2010,"Arisaig",2034,"OK",""
2010,"Arisaig",2062,"OK",""
2010,"Arisaig",2058,"OK",""
2010,"Arisaig",2041,"OK","no gravel"
2010,"Arisaig",2056,"OK",""
2010,"Arisaig",2037,"OK",""
2010,"Arisaig",2051,"OK",""
2010,"Arisaig",2047,"OK",""
2010,"Arisaig",2048,"OK",""
2010,"Arisaig",2043,"OK",""
2010,"Arisaig",2053,"OK",""
2010,"Arisaig",2061,"OK",""
2010,"Arisaig",2046,"OK",""
2010,"Arisaig",2038,"OK",""
2010,"Arisaig",2055,"OK",""
2010,"Arisaig",2040,"OK",""
2010,"Arisaig",2063,"OK","2% of gravel"
2010,"Arisaig",2052,"OK","3% of gravel"
2010,"Arisaig",2057,"OK",""
2010,"Arisaig",2045,"OK",""
2010,"Arisaig",2042,"OK","6% of gravel"
2010,"Arisaig",2044,"OK",""
2010,"Arisaig",2050,"OK",""
2011,"Arisaig",2034,"OK",""
2011,"Skinner's Pond",1871,"OK",""
2011,"Nine Mile Creek",589,"OK",""
2011,"Skinner's Pond",1872,"OK",""
2011,"Murray Harbour",59,"OK",""
2011,"Skinner's Pond",1873,"OK",""
2011,"Alberton",559,"OK",""
2011,"Fortune",553,"OK",""
2011,"Skinner's Pond",1874,"OK",""
2011,"Skinner's Pond",1875,"OK",""
2011,"Skinner's Pond",1877,"OK",""
2011,"Arisaig",2035,"OK",""
2011,"Covehead",554,"OK",""
2011,"Arisaig",2038,"OK",""
2011,"Skinner's Pond",1878,"OK",""
2011,"Skinner's Pond",1879,"OK",""
2011,"Skinner's Pond",1880,"OK",""
2011,"Arisaig",2039,"OK",""
2011,"Covehead",555,"OK",""
2011,"Skinner's Pond",1881,"OK",""
2011,"Covehead",556,"OK",""
2011,"Arisaig",2040,"OK",""
2011,"Skinner's Pond",1882,"OK",""
2011,"Arisaig",2041,"OK",""
2011,"Covehead",557,"OK",""
2011,"Skinner's Pond",1883,"OK",""
2011,"Skinner's Pond",1884,"OK",""
2011,"Covehead",558,"OK",""
2011,"Skinner's Pond",1885,"OK",""
2011,"Skinner's Pond",1886,"OK",""
2011,"Covehead",1718,"OK",""
2011,"Covehead",1720,"OK",""
2011,"Skinner's Pond",1887,"OK",""
2011,"Arisaig",2042,"OK",""
2011,"Skinner's Pond",1888,"OK",""
2011,"Skinner's Pond",1889,"OK",""
2011,"Skinner's Pond",1891,"OK",""
2011,"Arisaig",2043,"OK",""
2011,"Arisaig",2044,"OK",""
2011,"Skinner's Pond",1892,"OK",""
2011,"Arisaig",2046,"OK",""
2011,"Skinner's Pond",1893,"OK",""
2011,"Arisaig",2050,"OK",""
2011,"Skinner's Pond",1894,"OK",""
2011,"Covehead",1721,"OK",""
2011,"Skinner's Pond",1895,"OK",""
2011,"Arisaig",2051,"OK",""
2011,"Arisaig",2052,"OK",""
2011,"Arisaig",2053,"OK",""
2011,"Covehead",1722,"OK",""
2011,"Arisaig",2055,"OK",""
2011,"Covehead",1723,"OK",""
2011,"Arisaig",2056,"OK",""
2011,"Skinner's Pond",1896,"OK",""
2011,"Skinner's Pond",1897,"OK",""
2011,"Arisaig",2057,"OK",""
2011,"Skinner's Pond",1898,"OK",""
2011,"Arisaig",2058,"OK",""
2011,"Covehead",1724,"OK",""
2011,"Skinner's Pond",1899,"OK",""
2011,"Skinner's Pond",1900,"OK",""
2011,"Arisaig",2059,"OK",""
2011,"Covehead",1725,"OK",""
2011,"Arisaig",2060,"OK",""
2011,"Arisaig",2061,"OK",""
2011,"Nine Mile Creek",1841,"OK",""
2011,"Nine Mile Creek",1842,"OK",""
2011,"Nine Mile Creek",1843,"OK",""
2011,"Covehead",1726,"OK",""
2011,"Nine Mile Creek",1844,"OK",""
2011,"Nine Mile Creek",1845,"OK",""
2011,"Covehead",1727,"OK",""
2011,"Nine Mile Creek",1846,"OK",""
2011,"Murray Harbour",1747,"OK",""
2011,"Murray Harbour",1750,"OK",""
2011,"Nine Mile Creek",1847,"OK",""
2011,"Murray Harbour",1752,"OK",""
2011,"Covehead",1728,"OK",""
2011,"Murray Harbour",1753,"OK",""
2011,"Murray Harbour",1754,"OK",""
2011,"Murray Harbour",1755,"OK",""
2011,"Murray Harbour",1756,"OK",""
2011,"Nine Mile Creek",1849,"OK",""
2011,"Murray Harbour",1758,"OK",""
2011,"Nine Mile Creek",1850,"OK",""
2011,"Murray Harbour",1760,"OK",""
2011,"Nine Mile Creek",1852,"OK",""
2011,"Murray Harbour",1761,"OK",""
2011,"Covehead",1729,"OK",""
2011,"Nine Mile Creek",1853,"OK",""
2011,"Murray Harbour",1762,"OK",""
2011,"Murray Harbour",1763,"OK",""
2011,"Nine Mile Creek",1854,"OK",""
2011,"Murray Harbour",1764,"OK",""
2011,"Nine Mile Creek",1855,"OK",""
2011,"Murray Harbour",1765,"OK",""
2011,"Covehead",1730,"OK",""
2011,"Murray Harbour",1767,"OK",""
2011,"Nine Mile Creek",1856,"OK",""
2011,"Nine Mile Creek",1857,"OK",""
2011,"Covehead",1731,"OK",""
2011,"Murray Harbour",1768,"OK",""
2011,"Nine Mile Creek",1858,"OK",""
2011,"Murray Harbour",1769,"OK",""
2011,"Nine Mile Creek",1859,"OK",""
2011,"Murray Harbour",1770,"OK",""
2011,"Nine Mile Creek",1860,"OK",""
2011,"Covehead",1732,"OK",""
2011,"Nine Mile Creek",1861,"OK",""
2011,"Murray Harbour",1771,"OK",""
2011,"Nine Mile Creek",1862,"OK",""
2011,"Murray Harbour",1772,"OK",""
2011,"Murray Harbour",1773,"OK",""
2011,"Nine Mile Creek",1863,"OK",""
2011,"Murray Harbour",1774,"OK",""
2011,"Nine Mile Creek",1865,"OK",""
2011,"Nine Mile Creek",1866,"OK",""
2011,"Murray Harbour",1775,"OK",""
2011,"Nine Mile Creek",1868,"OK",""
2011,"Nine Mile Creek",1869,"OK",""
2011,"Covehead",1733,"OK",""
2011,"Nine Mile Creek",1870,"OK",""
2011,"Alberton",560,"OK",""
2011,"Alberton",561,"OK",""
2011,"Covehead",1734,"OK",""
2011,"Alberton",562,"OK",""
2011,"Covehead",1735,"OK",""
2011,"Covehead",1736,"OK",""
2011,"Fortune",1706,"OK",""
2011,"Fortune",1778,"OK",""
2011,"Alberton",563,"OK",""
2011,"Fortune",1779,"OK",""
2011,"Fortune",1782,"OK",""
2011,"Covehead",1737,"OK",""
2011,"Fortune",1783,"OK",""
2011,"Fortune",1784,"OK",""
2011,"Alberton",564,"OK",""
2011,"Fortune",1785,"OK",""
2011,"Covehead",1738,"OK",""
2011,"Fortune",1786,"OK",""
2011,"Fortune",1787,"OK",""
2011,"Fortune",1788,"OK",""
2011,"Fortune",1790,"OK",""
2011,"Alberton",565,"OK",""
2011,"Covehead",1742,"OK",""
2011,"Fortune",1791,"OK",""
2011,"Fortune",1792,"OK",""
2011,"Fortune",1793,"OK",""
2011,"Fortune",1794,"OK",""
2011,"Fortune",1795,"OK",""
2011,"Fortune",1796,"OK",""
2011,"Alberton",566,"OK",""
2011,"Fortune",1797,"OK",""
2011,"Covehead",1743,"OK",""
2011,"Fortune",1798,"OK",""
2011,"Fortune",1799,"OK",""
2011,"Fortune",1800,"OK",""
2011,"Alberton",567,"OK",""
2011,"Fortune",1801,"OK",""
2011,"Fortune",1802,"OK",""
2011,"Covehead",1744,"OK",""
2011,"Fortune",1804,"OK",""
2011,"Fortune",1806,"OK",""
2011,"Fortune",1807,"OK",""
2011,"Fortune",1808,"OK",""
2011,"Alberton",568,"OK",""
2011,"Fortune",1809,"OK",""
2011,"Covehead",1745,"OK",""
2011,"Fortune",1810,"OK",""
2011,"Alberton",569,"OK",""
2011,"Covehead",1746,"OK",""
2011,"Alberton",570,"OK",""
2011,"Alberton",571,"OK",""
2011,"Alberton",572,"OK",""
2011,"Alberton",573,"OK",""
2011,"Alberton",574,"OK",""
2011,"Alberton",575,"OK",""
2011,"Alberton",576,"OK",""
2011,"Alberton",577,"OK",""
2011,"Alberton",578,"OK",""
2011,"Alberton",579,"OK",""
2011,"Alberton",580,"OK",""
2011,"Alberton",581,"OK","Lobster leg in sample size ~35mm"
2011,"Alberton",582,"OK",""
2011,"Alberton",583,"OK",""
2011,"Alberton",584,"OK","Lobster leg in sample size ~ 45mm"
2011,"Alberton",585,"OK",""
2011,"Alberton",586,"OK",""
2011,"Alberton",587,"OK",""
2011,"Alberton",588,"OK",""
2012,"Nine Mile Creek",1021,"OK",""
2012,"Nine Mile Creek",1022,"OK",""
2012,"Nine Mile Creek",1023,"OK",""
2012,"Nine Mile Creek",1024,"OK",""
2012,"Nine Mile Creek",1025,"OK",""
2012,"Nine Mile Creek",1026,"OK",""
2012,"Nine Mile Creek",1027,"OK",""
2012,"Nine Mile Creek",1028,"OK",""
2012,"Nine Mile Creek",1029,"OK",""
2012,"Nine Mile Creek",1031,"OK",""
2012,"Nine Mile Creek",1032,"OK",""
2012,"Nine Mile Creek",1033,"OK",""
2012,"Nine Mile Creek",1034,"OK",""
2012,"Nine Mile Creek",1035,"OK",""
2012,"Nine Mile Creek",1036,"OK",""
2012,"Nine Mile Creek",1037,"OK",""
2012,"Nine Mile Creek",1038,"OK",""
2012,"Nine Mile Creek",1039,"OK",""
2012,"Nine Mile Creek",1040,"OK",""
2012,"Nine Mile Creek",1041,"OK",""
2012,"Nine Mile Creek",1042,"OK",""
2012,"Nine Mile Creek",1043,"OK",""
2012,"Nine Mile Creek",1044,"OK",""
2012,"Nine Mile Creek",1045,"OK",""
2012,"Nine Mile Creek",1046,"OK",""
2012,"Nine Mile Creek",1047,"OK",""
2012,"Nine Mile Creek",1048,"OK",""
2012,"Nine Mile Creek",1049,"OK",""
2012,"Nine Mile Creek",1050,"OK",""
2012,"Covehead",1051,"<1/2",""
2012,"Covehead",1052,"OK",""
2012,"Covehead",1053,"OK",""
2012,"Covehead",1054,"OK",""
2012,"Covehead",1055,"OK",""
2012,"Covehead",1056,"OK",""
2012,"Covehead",1057,"OK",""
2012,"Covehead",1058,"OK",""
2012,"Covehead",1059,"OK",""
2012,"Covehead",1060,"OK",""
2012,"Covehead",1061,"OK",""
2012,"Covehead",1062,"OK",""
2012,"Covehead",1063,"OK",""
2012,"Covehead",1064,"OK",""
2012,"Covehead",1065,"OK",""
2012,"Covehead",1066,"OK",""
2012,"Covehead",1067,"OK",""
2012,"Covehead",1068,"OK",""
2012,"Covehead",1069,"OK",""
2012,"Covehead",1070,"OK",""
2012,"Covehead",1071,"OK",""
2012,"Covehead",1072,"<1/2",""
2012,"Covehead",1073,"OK",""
2012,"Covehead",1074,"OK",""
2012,"Covehead",1075,"OK",""
2012,"Covehead",1076,"OK",""
2012,"Covehead",1078,"OK",""
2012,"Covehead",1079,"OK",""
2012,"Covehead",1080,"OK",""
2012,"Skinner's Pond",1081,"OK",""
2012,"Skinner's Pond",1082,"OK",""
2012,"Skinner's Pond",1083,"OK",""
2012,"Skinner's Pond",1085,"OK",""
2012,"Skinner's Pond",1086,"OK",""
2012,"Skinner's Pond",1088,"OK",""
2012,"Skinner's Pond",1089,"OK",""
2012,"Skinner's Pond",1090,"OK",""
2012,"Skinner's Pond",1091,"OK",""
2012,"Skinner's Pond",1092,"OK",""
2012,"Skinner's Pond",1093,"OK",""
2012,"Skinner's Pond",1094,"OK",""
2012,"Skinner's Pond",1095,"OK",""
2012,"Skinner's Pond",1096,"OK",""
2012,"Skinner's Pond",1097,"OK",""
2012,"Skinner's Pond",1098,"OK",""
2012,"Skinner's Pond",1099,"OK",""
2012,"Skinner's Pond",1100,"OK",""
2012,"Skinner's Pond",1101,"OK",""
2012,"Skinner's Pond",1102,"OK",""
2012,"Skinner's Pond",1103,"OK",""
2012,"Skinner's Pond",1104,"OK",""
2012,"Skinner's Pond",1105,"OK",""
2012,"Skinner's Pond",1106,"OK",""
2012,"Skinner's Pond",1107,"OK",""
2012,"Skinner's Pond",1108,"OK",""
2012,"Skinner's Pond",1109,"OK",""
2012,"Skinner's Pond",1110,"OK",""
2012,"Murray Harbour",1111,">1/2",""
2012,"Murray Harbour",1112,">1/2",""
2012,"Murray Harbour",1113,"OK",""
2012,"Murray Harbour",1114,"OK",""
2012,"Murray Harbour",1115,"OK",""
2012,"Murray Harbour",1116,">1/2","Buried in sediment"
2012,"Murray Harbour",1117,">1/2","Buried in sediment"
2012,"Murray Harbour",1118,">1/2",""
2012,"Murray Harbour",1119,">1/2",""
2012,"Murray Harbour",1120,"OK",""
2012,"Murray Harbour",1121,">1/2","Buried in sediment"
2012,"Murray Harbour",1122,">1/2",""
2012,"Murray Harbour",1123,"OK",""
2012,"Murray Harbour",1124,">1/2",""
2012,"Murray Harbour",1125,"OK",""
2012,"Murray Harbour",1126,">1/2","Buried in sediment"
2012,"Murray Harbour",1127,">1/2","Buried in sediment"
2012,"Murray Harbour",1128,">1/2","Buried in sediment"
2012,"Murray Harbour",1129,">1/2","Buried in sediment"
2012,"Murray Harbour",1130,">1/2",""
2012,"Murray Harbour",1131,"OK",""
2012,"Murray Harbour",1132,">1/2",""
2012,"Murray Harbour",1133,"OK",""
2012,"Murray Harbour",1134,"OK",""
2012,"Murray Harbour",1135,"OK",""
2012,"Murray Harbour",1136,">1/2",""
2012,"Murray Harbour",1137,">1/2",""
2012,"Murray Harbour",1138,">1/2","Buried in sediment"
2012,"Murray Harbour",1139,">1/2",""
2012,"Murray Harbour",1140,"OK",""
2012,"Fortune",1141,"OK",""
2012,"Fortune",1142,"OK",""
2012,"Fortune",1143,"OK",""
2012,"Fortune",1144,"OK",""
2012,"Fortune",1145,"OK",""
2012,"Fortune",1146,"OK",""
2012,"Fortune",1148,"OK",""
2012,"Fortune",1149,"OK",""
2012,"Fortune",1150,"OK",""
2012,"Fortune",1151,"OK",""
2012,"Fortune",1152,"OK",""
2012,"Fortune",1153,"OK",""
2012,"Fortune",1154,"OK",""
2012,"Fortune",1155,"OK",""
2012,"Fortune",1156,"OK",""
2012,"Fortune",1157,"OK",""
2012,"Fortune",1158,"OK",""
2012,"Fortune",1159,"OK",""
2012,"Fortune",1160,"OK",""
2012,"Fortune",1161,"OK",""
2012,"Fortune",1162,"OK",""
2012,"Fortune",1163,"OK",""
2012,"Fortune",1164,"OK",""
2012,"Fortune",1165,"OK",""
2012,"Fortune",1166,"OK",""
2012,"Fortune",1167,"OK",""
2012,"Fortune",1168,"OK",""
2012,"Fortune",1169,"OK",""
2012,"Fortune",1170,"OK",""
2012,"Alberton",1171,"OK",""
2012,"Alberton",1172,"OK",""
2012,"Alberton",1173,"OK",""
2012,"Alberton",1174,"OK",""
2012,"Alberton",1175,">1/2",""
2012,"Alberton",1176,"OK",""
2012,"Alberton",1177,"OK",""
2012,"Alberton",1178,"<1/2",""
2012,"Alberton",1179,"OK",""
2012,"Alberton",1180,"OK",""
2012,"Alberton",1181,"OK",""
2012,"Alberton",1182,"OK",""
2012,"Alberton",1183,"OK",""
2012,"Alberton",1184,"OK",""
2012,"Alberton",1185,"OK",""
2012,"Alberton",1186,"OK",""
2012,"Alberton",1187,"OK",""
2012,"Alberton",1188,"OK",""
2012,"Alberton",1189,">1/2",""
2012,"Alberton",1190,"OK",""
2012,"Alberton",1191,"OK",""
2012,"Alberton",1193,"OK",""
2012,"Alberton",1194,"OK",""
2012,"Alberton",1195,"OK",""
2012,"Alberton",1196,"OK",""
2012,"Alberton",1197,">1/2",""
2012,"Alberton",1198,">1/2",""
2012,"Alberton",1199,"OK",""
2012,"Alberton",1200,"OK",""
2012,"Arisaig",1001,"OK",""
2012,"Arisaig",1002,"OK",""
2012,"Arisaig",1003,"OK",""
2012,"Arisaig",1004,"OK",""
2012,"Arisaig",1005,"OK",""
2012,"Arisaig",1006,"OK",""
2012,"Arisaig",1007,"OK",""
2012,"Arisaig",1008,"OK",""
2012,"Arisaig",1009,"OK",""
2012,"Arisaig",1010,"OK",""
2012,"Arisaig",1011,"OK",""
2012,"Arisaig",1012,"OK",""
2012,"Arisaig",1013,"OK",""
2012,"Arisaig",1014,"OK",""
2012,"Arisaig",1015,"OK",""
2012,"Arisaig",1016,"OK",""
2012,"Arisaig",1017,"OK",""
2012,"Arisaig",1018,"OK",""
2012,"Arisaig",1019,"OK",""
2012,"Arisaig",1020,"OK",""
2012,"Arisaig",1301,"OK",""
2012,"Arisaig",1302,"OK",""
2012,"Arisaig",1303,"OK",""
2012,"Arisaig",1304,"OK",""
2012,"Arisaig",1305,"OK",""
2012,"Arisaig",1306,"OK",""
2012,"Arisaig",1307,"OK",""
2012,"Arisaig",1308,"OK",""
2012,"Arisaig",1309,"OK",""
2012,"Arisaig",1310,"OK",""
2013,"Arisaig",0,"OK",""
2013,"Fortune",1006,"OK",""
2013,"Fortune",1007,"OK",""
2013,"Fortune",1008,"OK",""
2013,"Fortune",1009,"OK",""
2013,"Fortune",1010,"OK",""
2013,"Fortune",1012,"OK",""
2013,"Fortune",1013,"OK",""
2013,"Fortune",1014,"OK",""
2013,"Fortune",1015,"OK",""
2013,"Fortune",1016,"Lost","considered as being upside down."
2013,"Fortune",1017,"OK",""
2013,"Fortune",1018,"OK","not much gravel"
2013,"Fortune",1019,"OK",""
2013,"Fortune",1020,"OK",""
2013,"Fortune",1021,"OK",""
2013,"Fortune",1022,"OK",""
2013,"Fortune",1023,"OK",""
2013,"Fortune",1024,"OK",""
2013,"Fortune",1025,"OK",""
2013,"Fortune",1026,"OK",""
2013,"Fortune",1027,"OK",""
2013,"Fortune",1028,"OK",""
2013,"Fortune",1029,"OK",""
2013,"Fortune",1030,"OK",""
2013,"Fortune",1031,"OK",""
2013,"Fortune",1032,"OK",""
2013,"Fortune",1033,"OK",""
2013,"Fortune",1034,"OK",""
2013,"Fortune",1035,"OK",""
2013,"Murray Harbour",1036,"Damaged",""
2013,"Murray Harbour",1037,"Damaged",""
2013,"Murray Harbour",1038,"Damaged",""
2013,"Murray Harbour",1039,"Damaged",""
2013,"Murray Harbour",1040,"Damaged",""
2013,"Murray Harbour",1041,"Damaged",""
2013,"Murray Harbour",1042,"Damaged",""
2013,"Murray Harbour",1043,"Damaged",""
2013,"Murray Harbour",1044,"Damaged",""
2013,"Murray Harbour",1045,"Damaged",""
2013,"Murray Harbour",1046,"Damaged",""
2013,"Murray Harbour",1047,"Damaged",""
2013,"Murray Harbour",1048,"Damaged",""
2013,"Murray Harbour",1049,"Damaged",""
2013,"Murray Harbour",1050,"Damaged",""
2013,"Murray Harbour",1051,"Damaged",""
2013,"Murray Harbour",1052,"Damaged",""
2013,"Murray Harbour",1053,"Damaged",""
2013,"Murray Harbour",1054,"Damaged",""
2013,"Murray Harbour",1055,"Damaged",""
2013,"Murray Harbour",1057,"Damaged",""
2013,"Murray Harbour",1058,"Damaged",""
2013,"Murray Harbour",1059,"Damaged",""
2013,"Murray Harbour",1060,"Damaged",""
2013,"Murray Harbour",1062,"Damaged",""
2013,"Murray Harbour",1063,"Damaged",""
2013,"Murray Harbour",1064,"Damaged",""
2013,"Murray Harbour",1065,"Damaged",""
2013,"Skinner's Pond",960,"OK",""
2013,"Skinner's Pond",961,"OK","small gravel"
2013,"Skinner's Pond",963,"OK",""
2013,"Skinner's Pond",964,"OK",""
2013,"Skinner's Pond",965,"OK",""
2013,"Skinner's Pond",966,"OK",""
2013,"Skinner's Pond",967,"OK",""
2013,"Skinner's Pond",968,"OK",""
2013,"Skinner's Pond",969,"OK",""
2013,"Skinner's Pond",970,"OK",""
