Recorder,Serial numb,Site (text),Site Depth(m),Surface-Bottom,Log Depth(m),Latitude,Longitude,Year,Month,Day,Date,Time,Temperature
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,46.10308,63.22652,2014,7,15,2014-07-15,0:00:00,16.53
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,2:00:00,15.41
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,4:00:00,15.9
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,6:00:00,16.15
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,8:00:00,16.19
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,10:00:00,15.77
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,12:00:00,15.56
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,14:00:00,14.95
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,16:00:00,15.19
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,18:00:00,15.85
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,20:00:00,15.68
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,15,2014-07-15,22:00:00,15.93
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,0:00:00,16.39
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,2:00:00,16.27
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,4:00:00,17.92
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,6:00:00,18.37
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,8:00:00,17.81
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,10:00:00,17.51
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,12:00:00,17.19
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,14:00:00,15.91
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,16:00:00,15.02
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,18:00:00,16.06
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,20:00:00,16.05
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,16,2014-07-16,22:00:00,15.89
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,0:00:00,16.59
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,2:00:00,16.22
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,4:00:00,17.71
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,6:00:00,18.81
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,8:00:00,19.09
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,10:00:00,19.15
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,12:00:00,17.72
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,14:00:00,16.16
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,16:00:00,15.09
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,18:00:00,15.46
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,20:00:00,15.45
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,17,2014-07-17,22:00:00,15.04
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,0:00:00,14.62
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,2:00:00,14.51
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,4:00:00,15.23
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,6:00:00,15.82
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,8:00:00,15.87
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,10:00:00,15.46
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,12:00:00,15.56
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,14:00:00,14.45
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,16:00:00,13.71
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,18:00:00,13.22
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,20:00:00,13.84
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,18,2014-07-18,22:00:00,13.83
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,0:00:00,13.7
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,2:00:00,13.92
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,4:00:00,12.99
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,6:00:00,13.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,8:00:00,13.34
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,10:00:00,13.4
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,12:00:00,13.36
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,14:00:00,13.56
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,16:00:00,13.71
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,18:00:00,13.7
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,20:00:00,13.9
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,19,2014-07-19,22:00:00,13.76
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,0:00:00,13.77
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,2:00:00,13.72
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,4:00:00,13.94
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,6:00:00,14.13
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,8:00:00,14.05
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,10:00:00,14.3
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,12:00:00,14.22
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,14:00:00,14.33
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,16:00:00,14.82
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,18:00:00,17.46
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,20:00:00,16.53
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,20,2014-07-20,22:00:00,15.3
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,0:00:00,15.11
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,2:00:00,14.63
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,4:00:00,15.22
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,6:00:00,14.85
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,8:00:00,14.9
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,10:00:00,14.98
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,12:00:00,14.01
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,14:00:00,13.83
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,16:00:00,14.16
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,18:00:00,15.46
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,20:00:00,17.77
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,21,2014-07-21,22:00:00,18.03
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,0:00:00,17.26
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,2:00:00,17.17
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,4:00:00,16.63
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,6:00:00,13.38
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,8:00:00,13.27
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,10:00:00,13.22
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,12:00:00,13.62
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,14:00:00,13.4
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,16:00:00,13.48
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,18:00:00,13.79
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,20:00:00,14.74
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,22,2014-07-22,22:00:00,16.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,0:00:00,15.9
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,2:00:00,15.5
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,4:00:00,15.23
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,6:00:00,15.17
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,8:00:00,13.18
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,10:00:00,13.07
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,12:00:00,13.14
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,14:00:00,12.99
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,16:00:00,12.98
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,18:00:00,13.74
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,20:00:00,14.88
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,23,2014-07-23,22:00:00,14.25
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,0:00:00,14.76
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,2:00:00,14.77
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,4:00:00,14.98
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,6:00:00,14.64
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,8:00:00,13.7
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,10:00:00,13.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,12:00:00,13.33
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,14:00:00,12.87
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,16:00:00,12.82
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,18:00:00,12.88
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,20:00:00,13.33
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,24,2014-07-24,22:00:00,15.49
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,0:00:00,14.66
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,2:00:00,14.9
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,4:00:00,14.86
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,6:00:00,14.69
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,8:00:00,13.57
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,10:00:00,13.33
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,12:00:00,13.23
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,14:00:00,13.62
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,16:00:00,13.97
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,18:00:00,14.41
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,20:00:00,15.16
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,25,2014-07-25,22:00:00,16.53
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,0:00:00,15.95
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,2:00:00,16.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,4:00:00,17.01
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,6:00:00,16.19
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,8:00:00,14.46
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,10:00:00,13.37
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,12:00:00,13.06
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,14:00:00,13.1
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,16:00:00,13.12
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,18:00:00,13.12
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,20:00:00,13.66
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,26,2014-07-26,22:00:00,15.37
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,0:00:00,14.7
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,2:00:00,14.17
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,4:00:00,14.73
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,6:00:00,13.75
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,8:00:00,13.76
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,10:00:00,13.96
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,12:00:00,14.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,14:00:00,14.1
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,16:00:00,14.44
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,18:00:00,14.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,20:00:00,14.33
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,27,2014-07-27,22:00:00,15.13
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,0:00:00,18.02
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,2:00:00,18.19
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,4:00:00,18.3
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,6:00:00,18.37
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,8:00:00,18.23
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,10:00:00,18.44
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,12:00:00,18.23
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,14:00:00,18.26
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,16:00:00,18.58
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,18:00:00,18.79
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,20:00:00,18.92
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,28,2014-07-28,22:00:00,18.62
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,0:00:00,19.04
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,2:00:00,18.89
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,4:00:00,19.02
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,6:00:00,18.93
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,8:00:00,18.97
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,10:00:00,19.11
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,12:00:00,19.25
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,14:00:00,19.43
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,16:00:00,19.65
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,18:00:00,19.62
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,20:00:00,19.75
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,29,2014-07-29,22:00:00,19.76
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,0:00:00,19.62
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,2:00:00,19.73
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,4:00:00,18.39
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,6:00:00,18.99
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,8:00:00,18.12
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,10:00:00,18.13
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,12:00:00,18.42
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,14:00:00,18.21
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,16:00:00,18.2
Minilog-II-T,350546,"Nine Mile Creek,PEI",8,B,8,,,2014,7,30,2014-07-30,18:00:00,18.1
